code,nom,fbID,apropos,description,mission,categorie1,categorie2,categorie3,pays,état,ville,adresse courte,adresse longue,likes,talking_about,Indice (L*TA/10⁶)
gaboteur,Le Gaboteur,182190363210,"Le Gaboteur est le seul journal en français dans la province de TNL.Il retrace depuis 1984 la petite et la grande histoire des francophones installés dans les communautés du Labrador, sur la Côte-Ouest et dans la Péninsule d'Avalon.","Le Gaboteur est un journal francophone créé en octobre 1984 dans le but de promouvoir la langue et la culture francophone de Terre-Neuve et Labrador. Composé de 21 éditions par an (bimensuel)   et tiré à 650 exemplaires, il est construit sur une base de 20 pages (dont 4 couleurs) qui comportent de nombreuses rubriques (communautaire, actualités, focus, vie pratique, jeunesse, jeux). Il est également décliné selon les trois plus grandes régions francophones de la province : le Labrador, la Côte-Ouest et la péninsule d'Avalon.","C'est un outil de communication qui informe les francophones de la province, contribue au rayonnement de leurs organismes et participe à la promotion de la culture et de la langue françaises.",Newspaper,?,?,Canada,NL,"St. John's, Newfoundland and Labrador","65, Ridge Road","65, Ridge Road, St. John's, Newfoundland and Labrador A1B 4P5",911,17,"0,015487"
soreltracyexpress.ca,Sorel-Tracy Express.ca,134811643264666,Journal quotidien de nouvelles régionales pour tout savoir sur Sorel-Tracy et les environs! Contacter: 1-866-327-0660 ou info@sorel-tracyexpress.ca,"Le Sorel-Tracy Express.ca, un quoditien WEB géré par Néomédia, est entièrement dévoué à sa communauté et à ses résidentes et résidents. Le Sorel-Tracy Express.ca devient par le fait même le portrait de son lectorat. Un site Internet efficace, diversifié et évidemment interactif et qui vous assure du contenu actuel et essentiellement local!",?,Media/News Company,?,?,Canada,QC,Sorel,?,"Sorel, Quebec",1012,14,"0,014168"
progresstleonard,Progrès Saint-Léonard,209093175859190,?,"Site Web: http://www.progresstleonard.com/

Twitter: http://www.twitter.com/progresstleo

Pour joindre la rédaction: redaction_est@tc.tc

Pour joindre les ventes: ventes_est@tc.tc ","Le Progrès Saint-Léonard, c'est un journal local de TC Media publié les mardis dans l'arrondissement de Saint-Léonard, un site Web des plus dynamiques (www.progresstleonard.com) et une page Twitter tout aussi intéressante! (www.twitter.com/progresstleo)",Media/News Company,?,?,Canada,QC,Montreal,"8000, avenue Blaise Pascal","8000, avenue Blaise Pascal, Montreal, Quebec H1E 2S7",628,22,"0,013816"
leauvive.CPF,L'Eau vive,519398161437081,Le portail d'information francophone en Saskatchewan. ,"L'Eau vive, le journal fransaskois.

Fondé en 1971, le journal fransaskois l'Eau vive est pubilé à toutes les deux semaines en version papier et en continu sur le Web..",?,Arts & Entertainment,Information Technology Company,Broadcasting & Media Production Company,Canada,SK,Regina,1440 9th Ave N,"1440 9th Ave N, Regina, Saskatchewan S4R 8B1",869,15,"0,013035"
CFLX-955-FM-1568703433379386/,"CFLX 95,5 FM",1568703433379386,?,?,?,Broadcasting & Media Production Company,?,?,Canada,QC,Sherbrooke,67 rue Wellington Nord,"67 rue Wellington Nord, Sherbrooke, Quebec J1H 5A9",797,14,"0,011158"
lecourrier,Le Courrier de la Nouvelle-Écosse,630379386998796,"Publié tous les vendredis, Le Courrier est géré par la Société de presse acadienne. Il est distribué par la poste et se retrouve aussi en kioske.","En 1937, Désiré d'Éon fondait Le Petit Courrier du Sud-Ouest, qui allait devenir Le Courrier de la Nouvelle-Écosse en 1972, seul journal de langue française dans la province. Récipiendaire de nombreux prix, dont un prix Éloize pour la meilleure couverture médiatique en 2008, le journal informe ses lecteurs, défend les intérêts des Acadiens et des francophones et crée un pont entre toutes les régions acadiennes. Publié tous les vendredis, Le Courrier est géré par la Société de presse acadienne. Il est distribué par la poste à ses abonnés et se retrouve aussi en kiosque. Il publie différents suppléments (Noël, graduation, fête des Acadiens) ainsi qu'un guide touristique estival tiré à 20 000 exemplaires. 

-------------------------------------------------------------------------

In 1937, Désiré d'Eon founded Le Petit Courrier du Sud-Ouest, which became The Courier Nova Scotia in 1972, the only French-language newspaper in the province. Recipient of numerous awards, including a Éloize award for best media coverage in 2008, the newspaper informs its readers, defends the interests of Acadians and Francophones and creates a bridge between all Acadian regions. Published every Friday, The Courier is managed by Press Association Acadian. It is mailed to subscribers and is also found on newsstands. It publishes various supplements (Christmas, graduation, Acadian Day) and a summer tour guide with 20,000 copies. ",?,Media/News Company,?,?,?,?,?,"795, route 1","795, route 1, B0W 2Z0",1058,10,"0,01058"
CFMF1031,"CFMF 103,1 FM",79719726630,Le SON du GRAND NORD depuis 1979,?,?,Broadcasting & Media Production Company,?,?,Canada,QC,Fermont,"20, Place Daviault","20, Place Daviault, Fermont G0G 1J0",1511,7,"0,010577"
CJMQ-889-Radio-Station-87230649091,CJMQ 88.9 Radio Station,87230649091,Advertise with CJMQ 88.9 The Townships’ only local English radio station. ,"Listen online!

http://www.cjmq.fm/playlist.asx",?,Broadcasting & Media Production Company,?,?,Canada,QC,Sherbrooke,184 Queen Street,"184 Queen Street, Sherbrooke, Quebec J1M 1J9",1503,6,"0,009018"
DirectionInformatique,Direction Informatique,267012698814,La source d'informations et d'échanges en technologies de l'information et des communications (TIC) interentreprises au Québec depuis 1988. Site internet : http://www.directioninformatique.com,?,?,Media/News Company,?,?,?,?,?,?,?,771,9,"0,006939"
ChamblyExpress,Chambly Express.ca,230043493688612,"Le Chambly Express.ca, le journal WEB local pour tout savoir de l'actualité de la région de Chambly! ",Journal du groupe Néomédia,?,News & Media Website,?,?,Canada,QC,Chambly,?,"Chambly, Quebec",756,9,"0,006804"
pleinjourbaiecomeau,Plein Jour de Baie-Comeau,264777208608,*Avis : Le journal se réserve le droit de publier dans son édition papier vos commentaires et vos noms apparaissant sur cette Page Facebook . Merci.* Suivez-nous sur Twitter : @PJbaiecomeau,?,?,Newspaper,Arts & Entertainment,Media/News Company,Canada,QC,Baie-Comeau,"625, boulevard Laflèche, Bureau 309","625, boulevard Laflèche, Bureau 309, Baie-Comeau, Quebec G5C 1C5",1994,3,"0,005982"
journalensemble.coop,"Journal Ensemble, presse coopérative et indépendante",197857653569357,"En 2010, quelques passionnés d’information ont fondé le journal Ensemble, dans la foulée de la Conférence internationale des coopératives tenue à Lévis.","Journal Ensemble, presse coopérative et indépendante

Journal d'information indépendant, Ensemble se donne la double mission d'améliorer l'accès des citoyens à l'information et de faire connaître la coopération comme projet de société. Depuis la disparition du journal Ensemble! à la fin du siècle dernier, le mouvement coopératif n'avait plus le soutien d'un média indépendant. Avec le nouveau journal Ensemble, la coopération pourra de nouveau être portée à l'attention du grand public, qui bénéficiera également d'un accès coopératif à l'information. Un journal équitable, pour un monde équitable et solidaire.

L'équipe qui a donné naissance au journal Ensemble pour demain, lors de la Conférence internationale des coopératives, tenue en septembre 2010 à Lévis sous le thème «Quel projet de société pour demain», a voulu poursuivre l'aventure en mettant sur pied ce nouveau journal. Cette équipe a fondé la Coopérative de journalisme indépendant, qui est l'éditeur du nouveau journal Ensemble.

Communiqués de presse : info@journalensemble.coop

Suivez le journal Ensemble:
Facebook: http://s.coop/214s
Twitter: http://s.coop/214t
Google+: http://s.coop/3boj
YouTube: http://s.coop/3dxl
Diaspora: http://s.coop/3bok ","Faire rayonner l’esprit coopératif et informer le grand public sur des enjeux de société qui reflètent nos valeurs communes. Plus que jamais, Ensemble veut mettre en lumière les nouvelles initiatives et les bons coups de coopérateurs de tous âges et de tous horizons. Enfin une publication qui vous ressemble et vous rassemble! ",Media/News Company,?,?,Canada,QC,Trois-Pistoles,?,"Trois-Pistoles, Quebec G0L 4K0",2496,2,"0,004992"
Journal-Le-Suroît-Régional-et-Agricole-179279938771936,Journal Le Suroît Régional et Agricole,179279938771936,"Média de la grande région du Suroît. Pour plus d'informations, visitez la section Infos de cette page :-)N'hésitez pas à laisser vos commentaires et suggestions sur cette page! Il nous fera plaisir d'y donner suite rapidement!Au plaisir :-)","Le Journal Le Suroît Régional et Agricole est le seul média de la région où vous trouvez des nouvelles régionales, des chroniques et des reportages qui rejoignent en exclusivité le secteur agricole, agro-économique et agro-touristique de la grande région du Suroît et de l'Est Ontarien. Distribué dans plus de 112 municipalités avoisinantes, le Journal Le Suroît Régional et Agricole compte à lui seul quelques 85 000 lecteurs. Le « Southwest News », inclut dans toutes les parutions du journal, a comme mission première de desservir la clientèle anglophone de la région, et ce, depuis plusieurs années déjà.  Au fil des années, ce journal est devenu le seul média bilingue couvrant le secteur rural et agricole de la région du Sud-Ouest. 

",?,Newspaper,?,?,Canada,QC,Salaberry-de-Valleyfield,50 et 52 rue Nicholson,"50 et 52 rue Nicholson, Salaberry-De-Valleyfield, Quebec J6T 4M8",642,7,"0,004494"
leportageur,Le Portageur,276992459394685,Journal communautaire distribué gratuitement depuis 1997 dans l'est de la Minganie.,"À l’automne 1995, l’hebdo régional Le Nord-Est Plus cesse d’être distribué dans la région. À l’initiative des intervenants du dispensaire d’Aguanish, il est décidé de se doter d’un journal communautaire.

Un premier conseil d’administration provisoire entame les démarches pour la création d’un organisme sans but lucratif dont la mission sera la diffusion d’un hebdo communautaire pour les trois communautés de l’Est de la Minganie : Baie-Johan-Beetz, Aguanish et Natashquan.

C’est le 13 décembre 1995 qu’est mis en circulation le premier Portageur Express, un hebdomadaire de deux pages que vient enrichir une fois par mois un Portageur de quatre pages.

Rapidement, la communauté innue de Nutashkuan manifeste son désir de voir le journal distribué sur son territoire. Le tirage monte alors à 450 exemplaires.

Le journal est au début réalisé dans la résidence même du rédacteur-coordonnateur. En mai 1997, il s’installe dans un édifice public sis au 33, allée des Galets à Natashquan. Naît alors le projet de mettre sur pied un Secrétariat communautaire pour offrir à la population tout un panel de services, tels que les services de photocopie, de fax, l’accès à des ordinateurs et à Internet, une petite boutique, la location de salle, etc. Il s’installera dans la célèbre Maison Saint-Dilon, qu’il acquiert en co-propriété avec le Comité de spectacles Par Natashquan, en octobre 2003.

Au fil des ans, le journal communautaire Le Portageur aura évolué en gardant la mission qu’il s’était fixé au départ : être un vecteur d’information et de lien entre les communautés de l’Est de la Minganie. Ne pouvant bénéficier que des services d’une seule personne salariée, et à l’occasion, de programmes ponctuels, le journal repose essentiellement sur l’investissement bénévole. Son tirage se chiffre actuellement à 562 copies.",?,Media/News Company,?,?,Canada,QC,Natashquan,50 chemin d'en haut,"50 chemin d'en haut, Natashquan, Quebec GOG 2E0",440,9,"0,00396"
lexemplaire,L'Exemplaire,220500554678665,"http://www.exemplaire.com.ulaval.ca
Le média-école des étudiants en journalisme de l'Université Laval",?,"L'actualité tous les jours : sur le campus de Université Laval, au municipal, au régional, au gouvernemental, aux arts et aux sports!",Media/News Company,?,?,Canada,QC,Quebec,"Pavillon Louis-Jacques Casault, Université Laval","Pavillon Louis-Jacques Casault, Université Laval, Quebec, Quebec G1K 7P4",656,6,"0,003936"
RefletdeSociete,Reflet de Société,178773778890721,"Reflet de Société est un magazine d’information et de sensibilisation sur des phénomènes sociaux: drogue, prostitution, gangs de rue, etc. http://www.refletdesociete.com/","Reflet de Société est un magazine d’information et de sensibilisation sur des phénomènes sociaux: drogue, prostitution, gangs de rue, etc. http://www.refletdesociete.com/",?,Publisher,?,?,Canada,QC,Montreal,4260 rue Ste-Catherine Est,"4260 rue Ste-Catherine Est, Montreal, Quebec H1V 1X6",541,6,"0,003246"
valleedurichelieu,Vallée-du-Richelieu Express.ca,218377111517305,?,Journal Web quotidien de Néomédia lancé en mai 2011,?,Media/News Company,?,?,Canada,QC,Mont-Saint-Hilaire,?,"Mont-Saint-Hilaire, Quebec",720,3,"0,00216"
MagazineIDS,Le Magazine de l'Ile des Soeurs,278830125519919,"Le Magazine de l'Île-des-Soeurs, un hebdomadaire de TC Media publié tous les mercredis à l'Île-des-Soeurs.","Le Magazine de l'Île-des-Soeurs, c'est un hebdomadaire de TC Media publié tous les mercredis à l'Île-des-Soeurs, un site Web branché sur sa communauté (www.lemagazineids.com) et une page Web tout aussi dynamique et interactive! (www.twitter.com/LeMagazineIDS)

Site Web: www.lemagazineids.com

Page Twitter: @LeMagazineIDS

Pour joindre la rédaction: redaction_lemagazineids.com

Pour joindre les ventes: sylvie.marleau@tc.tc","Être votre journal. Celui qui parle de vous et de nous. Comme vous, le Magazine de l'Île-des-Soeurs est un acteur de sa communauté. Après le roman, voici le journal dont vous êtes les héros!",Media/News Company,?,?,Canada,QC,Dorval,"455, boulevard Fénélon  suite 303","455, boulevard Fénélon  suite 303, Dorval, Quebec H9S 5T8",1077,2,"0,002154"
CHEF99.ca,"CHEF 99,9",1419523835002128,"Chef 99, c'est la radio d'ici !

Pour faire une demande spéciale ou une salutation, téléphonez-nous au 739-9990 !
","La radio de Matagami est un organisme à but non lucratif par et pour les Matagamiens.

Branchez-vous à Chef 99,9 pour Perds pas le nord, du lundi au vendredi, de 6h à 9h. La journaliste et animatrice Audrey Girard vous informe de l'actualité locale, nationale et internationale. ","Géré et contrôlé par des bénévoles élus parmi ses membres, Radio Matagami est un organisme sans but lucratif opérant la station de radio communautaire CHEF 99,9 fm. 
Sa mission est d’informer la population locale sur les dossiers qui la concerne, tout en la divertissant. La radio se doit de travailler à resserrer les liens communautaires en supportant les organismes du milieu. 
Dans le but d’avoir la plus grande autonomie possible, elle développe ses outils financiers et réinvestie ses surplus pour l’amélioration des services à la population.

Chaque année, tous les membres sont invités à l’assemblée générale lors de laquelle sont déposés les procès verbaux ainsi que les états financiers afin d’assurer la plus grande transparence de l’organisme et favoriser une appropriation des membres de l’ensemble des volets de leur radio communautaire.


Radio Matagami tire ses revenus de la vente de ses services et bénéficie de subvention du Ministère de la Culture, des communications et de la condition féminine du Québec, lui permettant d’assumer une partie de ses coûts d’opération.",Nonprofit Organization,?,?,?,?,Matagami,110 Boulevard Matagami,"110 Boulevard Matagami, J0Y2A0 Matagami",421,4,"0,001684"
